date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2023-11-18,11.2,6.82,6.55,1.9,,-4,96,89.6,88,80,8.7,5.2,3.8,-1,36,26.62,25,14,70,19,102.27,102.02,101.9,101.53,100.51,100.28,100.16,99.81,24100,24100,24100,24100,2,1.6,1.6,1.1,11.4,0,1.6,0,0,0,0,0,,07:10:00,1700304000,7.17,16:22:00,1700337120,16.37,9.2,1,1,12,12,9,9,,,,,,8,6.3,5,2,,,,
2023-11-17,3.1,0.64,0.65,-1.8,,-5,98,92,91.5,85,2.3,-0.5,-0.9,-4.1,18,11.21,11,4,32,22,102.36,101.87,101.8,101.23,100.6,100.11,100.04,99.48,24100,24100,24100,24100,2.2,1.6,1.7,1.2,17.4,0,0,0,0,0.6,0.6,0,,07:08:00,1700217480,7.13,16:23:00,1700250780,16.38,9.25,1,1,3,3,0,0,,,,,,8,7,5,2,,,,
2023-11-16,1.4,-0.71,-0.35,-2.1,,-7,84,78.2,78,72,-3.4,-4.1,-4.3,-5.2,27,14.21,16,5,34,1,101.84,101.59,101.54,101.25,100.08,99.83,99.79,99.5,24100,24100,24100,24100,2.6,2.2,2.1,1.6,18.4,0,0,0,0,0,0,0,,07:07:00,1700131020,7.12,16:24:00,1700164440,16.4,9.28,1,1,0,0,-3,-2,,,,,,8,7.7,7,6,,,,
2023-11-15,0.2,-0.72,-0.8,-1.8,,-8,81,73,74,67,-3.3,-5,-4.8,-6.4,26,20.21,17,8,43,6,102.29,102.08,102.06,101.83,100.52,100.32,100.29,100.07,24100,24100,24100,24100,2.6,2.2,2.2,1.8,18.8,0,0,0,0,0,0,0,0,07:05:00,1700044500,7.08,16:25:00,1700078100,16.42,9.33,1,1,0,0,-4,-4,,,,,,8,7.6,7,6,,,,
2023-11-14,0.1,-0.88,-0.64,-1.4,,-6,89,77,81,73,-2.3,-4.4,-3.8,-5.2,22,11.46,13,4,31,35,102.07,101.99,101.99,101.9,100.31,100.23,100.22,100.14,24100,24100,24100,24100,1.8,1.6,1.6,1.5,18.6,0,0,0,0,0.4,0,0.4,0,07:04:00,1699958040,7.07,16:26:00,1699991760,16.43,9.37,1,1,0,0,-1,-1,,,,,,8,7.9,7.5,7,,,,
2023-11-13,-0.4,-1.6,-1.5,-2.6,,-9,85,78.8,80,75,-3.6,-4.8,-4.8,-6.1,25,15.46,16,7,32,33,101.97,101.84,101.86,101.74,100.21,100.08,100.1,99.98,24100,24100,24100,24100,2,1.8,1.8,1.6,19.5,0,0,0,0,0,0,0,0,07:02:00,1699871520,7.03,16:27:00,1699905420,16.45,9.42,1,1,0,0,-5,-5,,,,,,8,7.8,6.5,5,,,,
2023-11-12,1.1,-0.22,-0.8,-2.7,,-8,98,90,88.5,79,0.9,-1.7,-2.4,-5.6,28,21.58,20,12,43,35,101.76,101.5,101.38,101,100,99.75,99.63,99.26,24100,18045.8,14050,4000,1.8,1.7,1.7,1.6,18.8,0,0,0,0,2.6,0,4.2,0,07:01:00,1699785060,7.02,16:28:00,1699819080,16.47,9.45,,,1,1,-5,-2,,,,,,8,7.8,7,6,,,,
2023-11-11,2.6,1.34,1.5,0.4,,,97,95.1,94.5,92,1.8,0.6,0.9,0,43,34.21,34.5,26,64,31,100.93,100.37,100.42,99.92,99.2,98.65,98.7,98.2,24100,16941.7,13650,3200,1.7,1.6,1.6,1.5,16.5,0,0,0,0,12,1.6,12.2,1,07:00:00,1699698600,7,16:30:00,1699732800,16.5,9.5,,,3,3,1,1,,,,,,8,8,7.5,7,,,,
2023-11-10,3.8,2.3,2.25,0.7,,,97,89.6,89.5,82,1.4,0.8,0.8,0.1,53,39.67,40.5,28,75,32,99.99,99.79,99.61,99.23,98.27,98.07,97.9,97.53,24100,23700,21700,19300,1.9,1.8,1.8,1.6,15.8,0,0,0,0,2.6,0.8,1.8,0,06:58:00,1699612080,6.97,16:31:00,1699646460,16.52,9.55,1,1,5,5,2,2,,,,,,8,7.6,7.5,7,,,,
2023-11-09,6.3,4.5,4.15,2,,,100,98.1,97.5,95,6.4,4.2,3.9,1.4,46,24.21,23.5,1,76,33,99.3,99.08,99.07,98.83,97.61,97.38,97.38,97.14,24100,11279.2,12350,600,2,1.7,1.8,1.5,13.8,0,0,0,0,5.4,5.4,0,,06:56:00,1699525560,6.93,16:32:00,1699560120,16.53,9.6,1,1,8,8,3,3,,,,,,8,7.7,6,4,,,,
2023-11-08,6.5,5.34,4.84,3.2,,,100,97.8,93,86,6.4,5,4.7,2.9,47,25.62,24,1,66,13,101.56,100.35,100.47,99.39,99.82,98.63,98.76,97.69,24100,10825,12150,200,2.1,1.9,1.9,1.7,13.2,0,0,0,0,24.7,24.7,0,,06:55:00,1699439100,6.92,16:34:00,1699473840,16.57,9.65,,,10,11,7,7,,,,,,8,6.5,5.5,3,,,,
2023-11-07,5.4,1.98,2.45,-0.5,,-5,83,66.4,68.5,54,2.1,-3.7,-1.9,-5.8,32,17.5,20,8,53,16,102.22,102.02,101.95,101.68,100.46,100.27,100.2,99.94,24100,24100,24100,24100,2,1.8,1.8,1.6,15.6,0,0,0,0,0.4,0.4,0,,06:53:00,1699352580,6.88,16:35:00,1699387500,16.58,9.7,1,2,4,4,1,2,,,,,,8,7,6.5,5,,,,
2023-11-06,7.1,2.41,3.45,-0.2,,-6,99,69.6,73,47,7.7,-3,-0.2,-8,37,26.71,28,19,60,30,101.78,101.13,101.08,100.39,100.03,99.4,99.36,98.68,24100,24100,24100,24100,1.9,1.7,1.7,1.5,14.6,0,0,0,0,0.6,0.6,0,,06:52:00,1699266120,6.87,16:36:00,1699301160,16.6,9.73,2,2,2,2,1,1,,,,,,8,5,5,2,,,,
2023-11-05,9.6,7.94,8.1,6.6,,,100,95.3,91.5,83,9.4,7.2,7.6,5.8,24,13.44,12.5,1,44,29,101.84,101.38,101.16,100.49,100.11,99.66,99.44,98.78,24100,18624,12250,400,2.3,2,2,1.6,9.9,0,3.1,1.1,0,6.7,6.7,0,,06:50:00,1699179600,6.83,16:38:00,1699214880,16.63,9.8,1,1,10,10,2,2,,,,,,8,7.2,5,2,,,,
2023-11-04,11.3,6.9,6.55,1.8,,,93,81.8,80,67,8.2,3.9,4.3,0.4,43,26.96,26.5,10,72,23,103.14,102.4,102.44,101.73,101.38,100.66,100.69,100,24100,24100,24100,24100,2.2,1.5,1.7,1.2,11.4,0,1.6,0,0,0.2,0.2,0,,07:49:00,1699093140,7.82,17:39:00,1699128540,17.65,9.83,1,1,10,10,6,6,,,,,,8,7.1,5.5,3,,,,
2023-11-03,6.3,2.45,2.54,-1.2,,-7,83,72.7,69.5,56,1.3,-2,-2.5,-6.2,27,18.17,19,11,36,28,103.24,103.01,102.81,102.39,101.47,101.24,101.05,100.63,24100,24100,24100,24100,1.9,1.6,1.6,1.3,15.5,0,0,0,0,0,0,0,,07:47:00,1699006620,7.78,17:41:00,1699042260,17.68,9.9,1,1,7,7,4,4,,,,,,8,4,4,0,,,,
2023-11-02,3.8,2.24,1.25,-1.3,,-7,100,91.1,83.5,67,3.6,0.8,-1,-5.7,53,33.46,37,21,68,33,102.26,100.73,101.05,99.83,100.5,99,99.31,98.12,24100,15720.8,13250,2400,1.9,1.7,1.7,1.5,16.8,0,0,0,0,8.6,8.6,0,,07:46:00,1698920160,7.77,17:42:00,1698955920,17.7,9.93,,,5,5,-1,0,,,,,,8,7.4,5.5,3,,,,
2023-11-01,6,2.62,1.8,-2.4,,-6,97,85,85,73,3.8,0.3,0.2,-3.5,45,18.83,26.5,8,59,15,101.97,101.64,101.45,100.93,100.22,99.89,99.71,99.2,24100,23233.3,20100,16100,1.9,1.4,1.5,1.1,16.2,0,0,0,0,27.2,27.2,0,3,07:44:00,1698833640,7.73,17:44:00,1698869640,17.73,10,2,2,6,6,3,3,,,,,,8,5.9,4,0,,,,
2023-10-31,2.8,0.72,0.74,-1.3,,-3,100,92.4,90,80,1,-0.4,-0.6,-2.2,25,13.38,14,3,33,30,101.32,100.52,100.69,100.07,99.58,98.79,98.96,98.34,24100,15395.8,13050,2000,2,1.7,1.7,1.4,17.3,0,0,0,0,7.4,0.2,9,11,07:43:00,1698747180,7.72,17:45:00,1698783300,17.75,10.03,1,1,4,4,-4,-4,,,,,,8,4.7,4.5,1,,,,
2023-10-30,6.8,3.23,3.35,-0.1,,-4,100,59.6,69,38,0.1,-4.4,-3.4,-6.9,53,31.54,27,1,76,29,101.13,100.98,100.93,100.73,99.39,99.25,99.19,99,24100,20725,14050,4000,1.9,1.8,1.8,1.7,14.7,0,0,0,0,4.4,0,2.4,0,07:41:00,1698660660,7.68,17:47:00,1698697020,17.78,10.1,2,2,6,7,1,1,,,,,,8,4.8,4.5,1,,,,
2023-10-29,12.5,8.43,7.65,2.8,,,94,73.9,74.5,55,11.4,3.9,3.5,-4.3,49,37.29,36.5,24,84,31,100.73,100.28,100.32,99.9,99.01,98.58,98.62,98.22,24100,24100,24100,24100,2.7,2,2,1.3,10.3,0,2.6,0.6,0,0,0,0,,07:40:00,1698574200,7.67,17:49:00,1698610740,17.82,10.15,2,2,8,9,2,2,,,,,,8,6,6.5,5,,,,
2023-10-28,14.6,9.01,9.6,4.6,,,100,94.5,90.5,81,13.4,8.1,7.5,1.5,37,25.46,24.5,12,59,26,102.37,101.29,101.31,100.25,100.63,99.57,99.59,98.56,24100,17591.7,13450,2800,2.5,1.7,2,1.4,8.4,0,4.6,2.6,0,15.6,15.6,0,,07:38:00,1698487680,7.63,17:50:00,1698524400,17.83,10.2,1,2,13,13,12,12,,,,,,8,7.8,7,6,,,,
2023-10-27,9.5,5.28,5.85,2.2,,,99,82.8,82,65,5.3,2.5,2.5,-0.2,19,12.67,13,7,27,3,102.56,102.33,102.24,101.92,100.8,100.59,100.5,100.2,24100,24100,24100,24100,2,1.4,1.5,1,12.2,0,0.8,0,0,0.8,0.8,0,,07:37:00,1698401220,7.62,17:52:00,1698438120,17.87,10.25,2,2,7,7,2,2,,,,,,8,4.8,4.5,1,,,,
2023-10-26,12.6,9.69,8.25,3.9,,,98,93.7,91,84,11.2,8.7,8.2,5.1,34,18.54,21,8,47,25,101.9,101.56,101.61,101.32,100.17,99.84,99.89,99.61,24100,23233.3,18500,12900,1.7,1.5,1.4,1.2,9.8,0,3.2,1.2,0,6.4,6.4,0,,07:35:00,1698314700,7.58,17:54:00,1698351840,17.9,10.32,2,2,12,12,5,5,,,,,,8,7.7,6.5,5,,,,
2023-10-25,12.2,7.58,7.9,3.6,,,96,84.8,80,64,7.6,5.1,5,2.3,41,28.46,28.5,16,60,27,102.31,102.12,102.11,101.92,100.56,100.38,100.38,100.19,24100,24100,24100,24100,1.7,1.5,1.4,1.1,10.1,0,2.9,0.9,0,1.8,1.8,0,,07:34:00,1698228240,7.57,17:55:00,1698265500,17.92,10.35,2,2,11,11,8,8,,,,,,8,6,5.5,3,,,,
2023-10-24,6.3,4.2,3.84,1.4,,,95,86.5,84,73,3.6,2.1,1.8,0.1,26,18.83,18.5,11,43,28,102.25,101.82,101.62,100.98,100.5,100.08,99.88,99.26,24100,24100,24100,24100,2.1,1.9,1.6,1.2,14.2,0,0,0,0,0.4,0.4,0,,07:32:00,1698141720,7.53,17:57:00,1698179220,17.95,10.42,2,2,6,6,2,2,,,,,,8,5.8,5,2,,,,
2023-10-23,6.9,5.86,5.55,4.2,,,99,95.7,94,89,6.9,5.2,5.5,4,31,21.96,23.5,16,45,2,100.95,100.34,100.11,99.28,99.23,98.63,98.42,97.61,24100,20291.7,13650,3200,2.4,1.9,1.8,1.3,12.4,0,0.6,0,0,2.6,2.6,0,,07:31:00,1698055260,7.52,17:59:00,1698092940,17.98,10.47,,,6,6,5,5,,,,,,8,7.8,7,6,,,,
2023-10-22,18.4,14.46,12.55,6.7,,,99,91.8,87,75,15.6,13.1,11.6,7.5,58,34.33,35.5,13,77,25,99.22,98.78,98.85,98.47,97.55,97.12,97.19,96.82,24100,18154.2,13650,3200,2.4,1.7,1.8,1.3,5.5,0,7.5,5.5,2.5,8.8,8.8,0,,07:29:00,1697968740,7.48,18:01:00,1698006660,18.02,10.53,1,2,16,16,7,7,,,,,,8,7.2,6.5,5,,,,
2023-10-21,17.6,12.11,13.7,9.8,,,99,93,90.5,82,16.1,11,11.5,6.9,56,31.58,34,12,84,17,101.94,101,100.53,99.13,100.22,99.29,98.85,97.47,24100,17883.3,15250,6400,2.1,1.8,1.8,1.4,4.3,0,8.7,6.7,3.7,18.2,18.2,0,,07:28:00,1697882280,7.47,18:02:00,1697920320,18.03,10.57,1,2,15,15,15,16,,,,,,8,7.1,4,0,,,,
2023-10-20,15.4,10.97,11.95,8.5,,,95,82,77,59,9,7.8,7.8,6.5,36,27.29,27,18,54,27,101.96,101.62,101.62,101.28,100.24,99.91,99.9,99.57,24100,24100,24100,24100,2.1,1.9,1.8,1.6,6,0,7,5,2,0,0,0,,07:26:00,1697795760,7.43,18:04:00,1697834040,18.07,10.63,3,3,16,16,10,10,,,,,,8,4.5,4,0,,,,
2023-10-19,13.3,8.46,8.75,4.2,,,93,77.6,76,59,6.9,4.6,4.7,2.5,40,24.5,22.5,5,53,27,101.85,101.56,101.56,101.26,100.11,99.83,99.83,99.55,24100,24100,24100,24100,2,1.6,1.6,1.1,9.2,0,3.8,1.8,0,0,0,0,,07:25:00,1697709300,7.42,18:06:00,1697747760,18.1,10.68,3,3,12,12,8,8,,,,,,8,3.6,4,0,,,,
2023-10-18,9.3,5.05,4.5,-0.3,,-3,96,79,77,58,5.1,1.5,2.2,-0.6,32,15.96,20,8,47,28,101.85,101.49,101.44,101.03,100.12,99.76,99.71,99.3,24100,24100,24100,24100,3,1.7,2.1,1.3,13.5,0,0,0,0,0,0,0,,07:24:00,1697622840,7.4,18:08:00,1697661480,18.13,10.73,3,3,9,9,4,4,,,,,,8,5.6,5.5,3,,,,
2023-10-17,7.2,5.34,4.25,1.3,,,99,92.9,90,81,7.7,4.3,4.5,1.4,30,20.25,18.5,7,59,1,101.04,100.23,99.92,98.81,99.31,98.52,98.22,97.14,24100,16800,14050,4000,2.1,1.9,1.8,1.6,13.8,0,0,0,0,2.8,2.8,0,,07:22:00,1697536320,7.37,18:10:00,1697575200,18.17,10.8,2,2,7,7,4,4,,,,,,8,7.4,6.5,5,,,,
2023-10-16,12.1,9.98,9.65,7.2,,,100,99.2,97,94,11.8,9.9,9.7,7.6,43,27.54,25,7,73,2,100.01,98.52,98.81,97.6,98.32,96.86,97.13,95.95,24100,4537.5,12250,400,2,1.7,1.6,1.1,8.3,0,4.7,2.6,0,51.2,51.2,0,,07:21:00,1697449860,7.35,18:12:00,1697488920,18.2,10.85,1,1,13,13,6,6,,,,,,8,5.8,5,2,,,,
2023-10-15,16,11.51,12.3,8.6,,,100,86.2,82,64,11.1,9.1,9.1,7.1,25,16.12,17,9,39,28,100.26,100.08,100.03,99.79,98.56,98.39,98.33,98.11,24100,24100,24100,24100,2.6,1.6,1.8,1.1,5.7,0,7.3,5.3,2.3,0.4,0.4,0,,07:19:00,1697363340,7.32,18:13:00,1697402580,18.22,10.9,3,3,16,16,8,9,,,,,,8,5,4,0,,,,
2023-10-14,13.2,11.64,11.8,10.4,,,100,99.9,99,98,13,11.6,11.8,10.6,36,25.5,26,16,60,14,100.37,99.85,99.96,99.55,98.68,98.16,98.28,97.87,24100,6075,12150,200,2.7,2.2,2.3,1.9,6.2,0,6.8,4.8,1.8,6.2,6.2,0,,07:18:00,1697276880,7.3,18:15:00,1697316300,18.25,10.95,1,1,14,14,9,9,,,,,,8,6.5,5.5,3,,,,
2023-10-13,12.3,10.9,11.2,10.1,,,100,99.8,98.5,97,11.6,10.9,10.9,10.2,26,17.5,16,6,51,15,101.45,101.12,100.99,100.54,99.74,99.42,99.29,98.84,24100,2441.7,12150,200,2.2,2,2,1.7,6.8,0,6.2,4.2,1.2,1,1,0,,07:16:00,1697190360,7.27,18:17:00,1697230020,18.28,11.02,1,1,13,13,10,10,,,,,,8,6,5,2,,,,
2023-10-12,13.8,11.4,11.35,8.9,,,100,97.9,97,94,12.9,11.1,10.9,8.9,19,8.54,10,1,,,101.65,101.58,101.57,101.48,99.94,99.87,99.86,99.77,24100,10358.3,12150,200,2.1,1.7,1.6,1,6.7,0,6.3,4.3,1.4,0.6,0.6,0,,07:15:00,1697103900,7.25,18:19:00,1697143740,18.32,11.07,2,2,13,13,10,10,,,,,,8,7.3,5.5,3,,,,
2023-10-11,14.2,11.94,12,9.8,,,100,98.2,96,92,13.2,11.7,11.3,9.5,36,19.67,19.5,3,48,17,101.66,101.59,101.6,101.53,99.94,99.88,99.88,99.81,24100,13641.7,12350,600,2,1.6,1.8,1.5,6,0,7,5,2,0.4,0.4,0,,07:13:00,1697017380,7.22,18:21:00,1697057460,18.35,11.13,1,1,15,15,9,10,,,,,,8,7.6,6,4,,,,
2023-10-10,11.2,9.56,9.69,8.2,,,100,99.9,99.5,99,10.9,9.5,9.6,8.3,27,17.79,18,9,40,17,102.01,101.85,101.84,101.66,100.28,100.12,100.11,99.94,2400,725,1400,400,1.7,1.6,1.6,1.5,8.3,0,4.7,2.7,0,0.8,0.8,0,,07:12:00,1696930920,7.2,18:23:00,1696971180,18.38,11.18,3,3,14,14,10,11,,,,,,6,4,3.5,1,,,,
2023-10-09,10.9,8.78,9.25,7.6,,,100,99,95,90,10.3,8.6,8.6,6.8,23,14.04,16,9,,,102.04,101.92,101.94,101.84,100.31,100.19,100.21,100.11,24100,5241.7,12250,400,2,1.8,1.8,1.6,8.8,0,4.2,2.2,0,1,1,0,,07:11:00,1696844460,7.18,18:25:00,1696884900,18.42,11.23,2,3,13,13,10,10,,,,,,8,6,4.5,1,,,,
2023-10-08,11.7,9.25,9.69,7.7,,,100,92.1,89,78,10.3,8,8.3,6.4,26,17.17,18,10,40,6,102.1,101.98,101.97,101.85,100.38,100.26,100.25,100.12,24100,15520.8,12250,400,2.3,1.9,1.8,1.4,8.3,0,4.7,2.7,0,0.4,0.4,0,,07:09:00,1696757940,7.15,18:27:00,1696798620,18.45,11.3,4,4,12,12,8,8,,,,,,8,7.1,6.5,5,,,,
2023-10-07,12.8,11.24,11.25,9.7,,,100,99.5,98.5,97,12.8,11.2,11.5,10.2,15,10.08,9.5,4,,,102.42,102.32,102.28,102.14,100.69,100.59,100.56,100.42,24100,6200,12250,400,4,1.6,2.5,1.1,6.8,0,6.2,4.2,1.2,1,1,0,,07:08:00,1696671480,7.13,18:29:00,1696712340,18.48,11.35,3,3,15,15,9,9,,,,,,8,7.1,6,4,,,,
2023-10-06,13.5,10.09,10.8,8.1,,,100,91.7,88,76,12.1,8.8,8.2,4.3,19,12.04,11.5,4,31,27,102.62,102.42,102.44,102.27,100.87,100.68,100.71,100.54,24100,17191.7,12250,400,3,1.6,2,1,7.2,0,5.8,3.8,0.8,0,0,0,,07:06:00,1696584960,7.1,18:31:00,1696626060,18.52,11.42,1,3,15,15,10,11,,,,,,8,8,8,8,,,,
2023-10-05,9.6,6.22,7.35,5.1,,,95,85.6,83,71,5.4,4,3.6,1.9,25,16,14,3,40,35,102.84,102.7,102.6,102.36,101.09,100.95,100.86,100.62,24100,22395.8,14050,4000,1.8,1.6,1.6,1.3,10.7,0,2.4,0.4,0,0,0,0,,07:05:00,1696498500,7.08,18:33:00,1696539780,18.55,11.47,3,3,11,11,5,6,,,,,,8,6.5,5,2,,,,
2023-10-04,9.7,6.95,7.25,4.8,,,99,79.3,78.5,58,8.9,3.6,5,1,37,26.79,29,21,53,36,102.37,101.8,101.72,101.06,100.63,100.07,99.99,99.36,24100,23362.5,15250,6400,1.7,1.6,1.6,1.4,10.8,0,2.2,0.2,0,0.2,0.2,0,,07:04:00,1696412040,7.07,18:35:00,1696453500,18.58,11.52,1,4,10,10,5,5,,,,,,8,6.7,6.5,5,,,,
2023-10-03,16.6,11.63,10.95,5.3,,,100,85,77.5,55,11.8,8.9,9.1,6.3,23,13.96,14,5,48,1,101.37,101.13,101.12,100.88,99.66,99.42,99.42,99.18,24100,23500,16900,9700,3,2,2.4,1.7,7,0,6,4,0.9,1.4,1.4,0,,07:02:00,1696325520,7.03,18:37:00,1696367220,18.62,11.58,3,4,17,17,6,7,,,,,,8,6.1,4,0,,,,
2023-10-02,16.5,11.13,10.9,5.3,,,100,90.9,87,74,11.1,9.6,8.6,6.1,28,10.92,15.5,3,40,27,101.74,101.6,101.59,101.45,100.02,99.89,99.88,99.73,24100,20375,12150,200,3,2.2,2.5,2,7.1,0,5.9,3.9,0.9,0,0,0,,07:01:00,1696239060,7.02,18:39:00,1696280940,18.65,11.63,3,3,15,15,7,7,,,,,,8,4.3,4,0,,,,
2023-10-01,18.9,13.12,13.85,8.8,,,99,76.8,73.5,48,10.6,8.8,8.3,6,38,24.71,25,12,52,27,102.22,101.91,101.89,101.57,100.5,100.19,100.19,99.87,24100,24100,24100,24100,3,2.1,2.5,2,4.2,0,8.8,6.8,3.8,0,0,0,,06:59:00,1696152540,6.98,18:41:00,1696194660,18.68,11.7,4,4,21,21,9,9,,,,,,7,3.2,3.5,0,,,,
2023-09-30,15.4,10.79,11.2,7,,,100,85.9,86,72,11.2,8.5,8.1,4.9,19,10.04,11,3,,,102.43,102.34,102.33,102.22,100.7,100.61,100.6,100.5,24100,22125,12150,200,4,2.6,3,2,6.8,0,6.2,4.2,1.2,0,0,0,,06:58:00,1696066080,6.97,18:43:00,1696108380,18.72,11.75,4,4,17,17,9,9,,,,,,6,2.6,3,0,,,,
2023-09-29,18.3,10.18,11.9,5.5,,,90,76.4,72.5,55,9.5,6,5.7,1.9,43,21,23,3,57,30,102.4,102.22,102.22,102.03,100.67,100.49,100.49,100.3,24100,24100,24100,24100,4,1.7,2.5,1.1,6.1,0,6.9,4.9,1.9,0,0,0,,06:57:00,1695979620,6.95,18:45:00,1696022100,18.75,11.8,4,4,17,17,8,8,,,,,,8,3.2,4,0,,,,
2023-09-28,14,9.57,8.55,3.1,,,97,80.1,75,53,8.9,6.1,5.2,1.6,32,23.08,22.5,13,40,2,102.29,101.87,101.94,101.58,100.56,100.14,100.21,99.86,24100,22700,21700,19300,5,2.9,3.2,1.5,9.4,0,3.5,1.6,0,0,0,0,,06:55:00,1695893100,6.92,18:47:00,1695935820,18.78,11.87,,,13,14,7,8,,,,,,8,5.4,4,0,,,,
2023-09-27,11.1,8.02,8.4,5.7,,,93,79.1,81,69,6.8,4.6,4.7,2.6,34,18.67,21,8,47,27,102.51,102.27,102.19,101.87,100.77,100.53,100.45,100.14,24100,22100,21700,19300,7,4.8,5,3,9.6,0,3.4,1.4,0,0,0,0,,06:54:00,1695806640,6.9,18:49:00,1695849540,18.82,11.92,4,4,12,13,7,8,,,,,,8,7.2,6.5,5,,,,
2023-09-26,14.5,8.01,8.75,3,,,94,78.8,75,56,7.1,4.4,4.5,2,31,21.5,21,11,43,2,102.38,102.27,102.24,102.11,100.64,100.53,100.51,100.38,24100,23566.7,20100,16100,6,2.7,3.8,1.6,9.2,0,3.8,1.8,0,0,0,0,,06:53:00,1695720180,6.88,18:51:00,1695763260,18.85,11.97,4,4,15,15,6,6,,,,,,8,5.5,4.5,1,,,,
2023-09-25,11.8,8.79,8.44,5.1,,,100,86.1,84,68,11.1,6.5,6.5,1.8,35,21.42,24,13,49,3,102.44,102.03,102.06,101.67,100.7,100.3,100.32,99.95,24100,22291.7,13250,2400,3,2.3,2,1.1,9.6,0,3.4,1.4,0,2.4,2.4,0,,06:51:00,1695633660,6.85,18:53:00,1695676980,18.88,12.03,2,2,11,11,5,5,,,,,,8,7.2,6,4,,,,
2023-09-24,15.5,10.94,12,8.5,,,96,86.8,82.5,69,12,8.8,9.8,7.7,27,17.58,18,9,42,33,101.92,101.72,101.64,101.37,100.19,100.01,99.93,99.67,24100,24100,24100,24100,2,1.5,1.6,1.1,6,0,7,5,2,0.7,0.7,0,,06:50:00,1695547200,6.83,18:55:00,1695590700,18.92,12.08,4,4,16,16,11,11,,,,,,8,5.3,5,2,,,,
2023-09-23,16.9,10.82,10.85,4.8,,,98,79.8,79,60,12.8,7.3,6.8,0.7,46,29.33,27.5,9,62,28,102.33,101.92,101.86,101.38,100.59,100.19,100.13,99.68,24100,23095.8,14450,4800,2,1.6,1.7,1.4,7.2,0,5.8,3.8,0.8,7.7,7.7,0,,06:48:00,1695460680,6.8,18:57:00,1695504420,18.95,12.15,4,4,18,18,9,9,,,,,,8,5,4,0,,,,
2023-09-22,9.3,6.39,5.9,2.5,,,97,83.1,79,61,8,3.6,4.1,0.2,41,26.42,25,9,56,1,102.32,101.82,101.68,101.04,100.57,100.09,99.95,99.33,24100,22162.5,14450,4800,2,1.8,1.8,1.6,12.1,0,0.9,0,0,1,1,0,,06:47:00,1695374220,6.78,18:59:00,1695418140,18.98,12.2,4,4,10,10,5,5,,,,,,8,5.7,4,0,,,,
2023-09-21,14.8,11.91,10.9,7,,,100,92.2,90,80,14,10.7,11,8,40,24.08,26,12,58,36,100.97,100.73,100.8,100.62,99.26,99.03,99.1,98.93,24100,19062.5,12350,600,1.9,1.6,1.6,1.2,7.1,0,5.9,3.9,0.9,6,6,0,,06:46:00,1695287760,6.77,19:01:00,1695331860,19.02,12.25,5,5,12,14,7,7,,,,,,8,7.4,6.5,5,,,,
2023-09-20,20.1,17.04,17.35,14.6,,,100,88.2,81.5,63,17.9,14.9,15.2,12.4,42,27.38,28,14,60,17,101.71,101.02,101.24,100.77,100,99.33,99.54,99.09,24100,18225,12650,1200,2.2,1.8,1.9,1.6,0.6,0,12.3,10.3,7.3,12.9,12.9,0,,06:44:00,1695201240,6.73,19:03:00,1695245580,19.05,12.32,5,6,20,21,12,12,,,,,,8,5.3,4,0,,,,
2023-09-19,16.5,11.81,13.15,9.8,,,100,98,96.5,93,14.2,11.5,11.4,8.6,30,13.38,17,4,66,17,102.29,102.13,102.06,101.84,100.56,100.41,100.34,100.13,24100,8691.7,12450,800,1.9,1.7,1.8,1.6,4.8,0,8.2,6.2,3.1,13.6,13.6,0,,06:43:00,1695114780,6.72,19:05:00,1695159300,19.08,12.37,4,4,15,15,11,13,,,,,,8,7,5.5,3,,,,
2023-09-18,19.8,15.33,14.75,9.7,,,95,84,82.5,70,15.1,12.6,11.8,8.5,51,31.12,30.5,10,69,28,102.07,101.06,101.23,100.39,100.36,99.38,99.54,98.72,24100,23700,21700,19300,2,1.4,1.5,1,3.2,0,9.8,7.8,4.8,0.4,0.4,0,,06:42:00,1695028320,6.7,19:08:00,1695073080,19.13,12.43,5,5,20,20,9,11,,,,,,8,7.2,5,2,,,,
