date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2022-10-20,16.4,13.75,14.35,12.3,,,100,95.9,93.5,87,15.4,13.1,13.7,12,45,31.08,30.5,16,69,19,102.62,102.1,102.07,101.52,100.91,100.38,100.36,99.81,24100,19991.7,12450,800,2.1,1.9,1.8,1.6,3.6,0,9.3,7.3,4.3,3.6,3.6,0,,07:26:00,1666259760,7.43,18:05:00,1666298100,18.08,10.65,2,2,17,17,11,11,,,,,,8,7.9,7.5,7,,,,
2022-10-19,16.2,12.46,13.3,10.4,,,100,97.2,93,86,14.2,12,12.2,10.2,21,10.71,11.5,2,37,18,102.95,102.81,102.78,102.61,101.23,101.08,101.07,100.9,24100,11695.8,12150,200,2.1,1.7,1.6,1.1,4.7,0,8.3,6.3,3.3,0.4,0.4,0,,07:25:00,1666173300,7.42,18:07:00,1666211820,18.12,10.7,3,3,15,15,12,12,,,,,,8,6.9,6.5,5,,,,
2022-10-18,13.7,10.82,11.6,9.5,,,100,99.1,95.5,91,12.1,10.7,10.9,9.8,25,14.17,14.5,4,35,26,102.63,102.12,102.05,101.47,100.91,100.4,100.32,99.73,24100,3354.2,12250,400,1.3,1.1,1.1,1,6.4,0,6.6,4.6,1.6,1.6,1.6,0,,07:23:00,1666086780,7.38,18:09:00,1666125540,18.15,10.77,2,3,14,14,11,11,,,,,,8,4,4.5,1,,,,
2022-10-17,15.6,12.71,12.95,10.3,,,100,99.2,99,98,15.4,12.6,12.8,10.2,54,26.79,30.5,7,69,17,101.72,101.28,101.28,100.85,100,99.57,99.58,99.16,24100,10062.5,12450,800,2.2,1.8,1.6,1.1,5,0,8,6,3,34.9,34.9,0,,07:22:00,1666000320,7.37,18:10:00,1666039200,18.17,10.8,1,1,14,14,11,11,,,,,,8,7.3,5,2,,,,
2022-10-16,13.5,9.85,9.69,5.9,,,100,92.1,87.5,75,10.2,8.6,8.2,6.2,28,15.92,15.5,3,58,14,102.77,102.29,102.28,101.79,101.03,100.57,100.56,100.1,24100,16491.7,12150,200,2.2,1.7,1.6,1,8.3,0,4.7,2.7,0,1.6,1.6,0,,07:21:00,1665913860,7.35,18:12:00,1665952920,18.2,10.85,3,4,13,13,11,11,,,,,,8,6.8,4.5,1,,,,
2022-10-15,15.7,9.65,10.39,5.1,,,100,92,84,68,10.8,8.3,8.6,6.4,19,12.08,11,3,33,35,103.44,103.17,103.14,102.84,101.69,101.43,101.39,101.09,24100,22275,12250,400,4,1.7,2.5,1,7.6,0,5.4,3.4,0.4,0,0,0,,07:19:00,1665827340,7.32,18:14:00,1665866640,18.23,10.92,4,4,16,16,8,8,,,,,,8,5.5,5,2,,,,
2022-10-14,16.6,10.15,11.2,5.8,,,100,84.6,77,54,9.9,7.3,7.6,5.3,21,13.58,13,5,,,103.49,103.38,103.33,103.17,101.73,101.63,101.57,101.4,24100,20670.8,12250,400,3,2,2,1.1,6.8,0,6.2,4.2,1.2,0,0,0,,07:18:00,1665740880,7.3,18:16:00,1665780360,18.27,10.97,3,3,17,17,6,6,,,,,,8,3.1,4,0,,,,
2022-10-13,15.6,9.74,10.8,6,,,98,84.2,75.5,53,8.7,7,6.8,4.9,27,16.33,17,7,34,29,103.16,102.64,102.7,102.24,101.4,100.88,100.94,100.49,24100,24100,24100,24100,2,1.5,1.6,1.1,7.2,0,5.8,3.8,0.8,0,0,0,,07:16:00,1665654360,7.27,18:18:00,1665694080,18.3,11.03,3,3,16,16,6,6,,,,,,6,1.8,3,0,,,,
2022-10-12,12.5,9.24,8.94,5.4,,,91,74.9,73.5,56,6.6,4.9,5,3.3,33,18.62,20.5,8,40,26,102.23,101.92,101.97,101.7,100.48,100.18,100.22,99.95,24100,24100,24100,24100,1.5,1.4,1.3,1.1,9.1,0,3.9,1.9,0,0,0,0,,07:15:00,1665567900,7.25,18:20:00,1665607800,18.33,11.08,3,3,12,12,6,6,,,,,,7,4.1,3.5,0,,,,
2022-10-11,12.1,7.95,7.85,3.6,,,91,73.1,72.5,54,4.5,3.3,3.5,2.5,32,22.79,21.5,11,50,26,102.18,102,102.01,101.83,100.43,100.24,100.25,100.07,24100,24100,24100,24100,1.3,1.2,1.1,1,10.2,0,2.8,0.8,0,0,0,0,,07:13:00,1665481380,7.22,18:22:00,1665521520,18.37,11.15,3,3,14,14,7,7,,,,,,7,3.7,3.5,0,,,,
2022-10-10,13.1,8.94,9.1,5.1,,,93,73,69.5,46,6.9,4.1,3.6,0.3,41,24.46,25.5,10,59,28,101.92,101.51,101.53,101.14,100.18,99.77,99.81,99.43,24100,24100,24100,24100,1.6,1.4,1.4,1.1,8.9,0,4.1,2.1,0,0,0,0,,07:12:00,1665394920,7.2,18:24:00,1665435240,18.4,11.2,3,3,13,13,6,6,,,,,,7,3.2,4,1,,,,
2022-10-09,14.8,11.39,10.19,5.6,,,99,84.8,80.5,62,12.8,8.8,8.9,5.1,33,20.67,21,9,39,29,101.28,101.17,101.19,101.11,99.56,99.46,99.47,99.38,24100,23295.8,14450,4800,1.6,1.4,1.3,1,7.8,0,5.2,3.2,0.2,0,0,0,,07:11:00,1665308460,7.18,18:26:00,1665348960,18.43,11.25,3,3,15,15,6,6,,,,,,8,5.4,4.5,1,,,,
2022-10-08,12,10.21,10.25,8.5,,,99,97.1,95,91,11.4,9.8,9.8,8.3,20,14.29,14,8,53,26,101.71,101.54,101.45,101.2,100.01,99.83,99.75,99.48,24100,17787.5,13250,2400,2,1.7,1.5,1,7.8,0,5.2,3.2,0.2,0.2,0.2,0,,07:09:00,1665221940,7.15,18:28:00,1665262680,18.47,11.32,2,2,13,13,11,11,,,,,,8,7.1,6,4,,,,
2022-10-07,13.6,11.4,11.1,8.6,,,100,99.6,98,96,13.3,11.3,10.8,8.3,25,15.62,16,7,40,6,101.68,101.32,101.4,101.13,99.98,99.64,99.72,99.45,24100,7104.2,12250,400,2.1,1.7,1.8,1.4,6.9,0,6.1,4.1,1.1,16,16,0,,07:08:00,1665135480,7.13,18:30:00,1665176400,18.5,11.37,2,3,14,14,10,10,,,,,,8,8,8,8,,,,
2022-10-06,15.5,11.08,11.65,7.8,,,100,94.2,94,88,12.3,10.2,9.6,6.8,20,11.67,12,4,,,102.09,101.7,101.72,101.35,100.36,99.99,100.01,99.66,24100,18175,12250,400,1.9,1.5,1.4,1,6.3,0,6.7,4.7,1.6,0,0,0,,07:06:00,1665048960,7.1,18:32:00,1665090120,18.53,11.43,3,4,14,14,12,12,,,,,,8,6.1,4,0,,,,
2022-10-05,17.2,10.99,12.05,6.9,,,93,75,68,43,7.9,6.3,5.9,3.9,33,23.12,23,13,46,27,102.23,102.12,102.1,101.97,100.46,100.37,100.36,100.27,24100,24100,24100,24100,2,1.7,1.7,1.4,6,0,7,5,2,0,0,0,,07:05:00,1664962500,7.08,18:34:00,1665003840,18.57,11.48,4,5,16,16,9,10,,,,,,3,1.4,1.5,0,,,,
2022-10-04,14.4,8.12,8.05,1.7,,,93,75.7,70,47,6.9,3.7,4,1.2,39,25,24,9,54,26,102.43,102.3,102.29,102.15,100.67,100.53,100.54,100.41,24100,24100,24100,24100,1.8,1.5,1.4,1,9.9,0,3,1.1,0,0,0,0,,07:04:00,1664876040,7.07,18:36:00,1664917560,18.6,11.53,4,4,14,14,4,4,,,,,,1,0.4,0.5,0,,,,
2022-10-03,11.2,6.11,6.6,2,,,92,69.2,69,46,3.1,0.5,1,-1.1,32,18.25,18,4,43,33,102.27,102.1,102.08,101.9,100.51,100.35,100.34,100.16,24100,24100,24100,24100,1.6,1.4,1.4,1.2,11.4,0,1.6,0,0,0,0,0,,07:02:00,1664789520,7.03,18:38:00,1664831280,18.63,11.6,4,4,10,10,2,3,,,,,,7,3.1,3.5,0,,,,
2022-10-02,10.9,8.43,7.3,3.7,,,95,74.1,71.5,48,10.3,3.8,4.8,-0.8,23,15.21,15,7,35,35,101.88,101.57,101.62,101.36,100.15,99.86,99.9,99.65,24100,24100,24100,24100,1.5,1.4,1.4,1.2,10.7,0,2.3,0.3,0,0,0,0,,07:01:00,1664703060,7.02,18:40:00,1664745000,18.67,11.65,4,4,10,12,4,4,,,,,,8,6.9,5.5,3,,,,
2022-10-01,17.9,12.21,13.14,8.4,,,96,80.4,71.5,47,9.9,8.6,8.1,6.2,48,30.29,32,16,60,27,101.86,101.55,101.61,101.35,100.12,99.81,99.87,99.61,24100,24100,24100,24100,1.6,1.3,1.3,1,4.9,0,8.1,6.1,3.1,0,0,0,,06:59:00,1664616540,6.98,18:42:00,1664658720,18.7,11.72,4,4,18,18,6,6,,,,,,7,4.1,3.5,0,,,,
2022-09-30,15,11.59,11.9,8.8,,,94,82.1,75,56,10.7,8.5,8.5,6.3,27,18.5,17.5,8,46,26,102.11,101.92,101.92,101.72,100.39,100.2,100.19,99.99,24100,24100,24100,24100,1.8,1.5,1.6,1.3,6.1,0,6.9,4.9,1.9,0,0,0,,06:58:00,1664530080,6.97,18:44:00,1664572440,18.73,11.77,4,4,15,15,9,9,,,,,,8,4.6,4,0,,,,
2022-09-29,16.2,14.8,13.75,11.3,,,100,94,93,86,19.3,13.8,15.1,10.9,41,18.83,22.5,4,45,29,101.83,101.51,101.38,100.93,100.13,99.81,99.68,99.24,24100,20637.5,12450,800,2.2,1.7,1.6,1,4.2,0,8.8,6.8,3.8,0.4,0.4,0,,06:57:00,1664443620,6.95,18:46:00,1664486160,18.77,11.82,4,4,18,18,10,10,,,,,,8,8,7.5,7,,,,
2022-09-28,20.4,18.94,18.35,16.3,27,,98,96.2,95.5,93,19.4,18.4,18.2,17,36,26,26.5,17,68,24,102.21,101.78,101.66,101.11,100.47,100.06,99.94,99.4,24100,21895.8,14450,4800,1.5,1.3,1.2,1,0,0.4,13.3,11.3,8.3,22.2,22.2,0,,06:55:00,1664357100,6.92,18:48:00,1664399880,18.8,11.88,2,2,20,20,14,14,,,,,,8,7.8,7,6,,,,
2022-09-27,24.4,19.8,21.04,17.7,31,,98,89.9,85.5,73,19.8,18,17.9,15.9,33,25.5,26,19,55,21,102.5,102.31,102.25,102,100.79,100.6,100.55,100.3,24100,23700,21700,19300,1.8,1.7,1.6,1.4,0,3,16,14,11,0.4,0.4,0,,06:54:00,1664270640,6.9,18:50:00,1664313600,18.83,11.93,4,4,20,22,17,17,,,,,,8,7.4,7,6,,,,
2022-09-26,21.9,14.65,15.75,9.6,26,,98,84,77.5,57,15.7,11.8,11.1,6.5,33,22.75,21.5,10,53,22,102.12,101.98,101.85,101.58,100.38,100.25,100.11,99.84,24100,24100,24100,24100,2,1.5,1.6,1.1,2.2,0,10.8,8.8,5.8,4.1,4.1,0,,06:53:00,1664184180,6.88,18:52:00,1664227320,18.87,11.98,4,4,21,21,16,16,,,,,,8,5.6,4,0,,,,
2022-09-25,15.3,12.67,11.3,7.3,,,93,80.4,80,67,13,9.4,10.1,7.2,36,27.5,27,18,60,25,101.5,100.68,100.87,100.24,99.77,98.98,99.16,98.55,24100,24100,24100,24100,2,1.5,1.6,1.3,6.7,0,6.3,4.3,1.3,0.4,0.4,0,,06:51:00,1664097660,6.85,18:54:00,1664141040,18.9,12.05,3,3,15,16,10,12,,,,,,8,5.4,4,0,,,,
2022-09-24,21.4,17.5,17.35,13.3,25,,100,89.1,84.5,69,17.8,15.6,14.9,12.1,54,39.29,40,26,76,18,100.65,100.26,100.39,100.14,99.01,98.59,98.74,98.46,24100,13120.8,12250,400,3,2.1,2,1.1,0.6,0,12.3,10.3,7.3,1.2,1.2,0,,06:50:00,1664011200,6.83,18:56:00,1664054760,18.93,12.1,5,5,22,22,11,11,,,,,,7,3.1,4,1,,,,
2022-09-23,21,16.31,16.95,12.9,26,,100,92.5,89,78,16.6,15,14.6,12.6,39,23.67,23,7,68,17,101.23,101.06,101,100.77,99.54,99.37,99.33,99.13,24100,19145.8,12250,400,1.9,1.5,1.6,1.2,1.1,0,11.9,9.9,7,1.2,1.2,0,,06:49:00,1663924740,6.82,18:58:00,1663968480,18.97,12.15,4,5,21,21,16,16,,,,,,8,6.9,5,2,,,,
2022-09-22,15.7,13.59,13.8,11.9,,,100,96.4,93.5,87,15.6,13,12.5,9.4,45,32.17,34.5,24,60,17,101.94,101.38,101.51,101.07,100.24,99.68,99.81,99.37,24100,11075,12450,800,1.7,1.5,1.5,1.3,4.2,0,8.8,6.8,3.8,2.4,2.4,0,,06:47:00,1663838220,6.78,19:00:00,1663882200,19,12.22,2,2,16,16,15,15,,,,,,8,7.2,5,2,,,,
2022-09-21,14.6,10,9.65,4.7,,,97,81.8,81,65,9.2,6.9,6.6,4,30,16.71,17.5,5,48,16,102.45,102.31,102.21,101.97,100.71,100.57,100.48,100.25,24100,24100,24100,24100,1.4,1.2,1.2,1,8.3,0,4.7,2.6,0,0,0,0,,06:46:00,1663751760,6.77,19:02:00,1663795920,19.03,12.27,5,5,15,15,11,11,,,,,,8,4.3,4,0,,,,
2022-09-20,12.8,9.37,8.25,3.7,,,99,80.9,80.5,62,8.3,6.1,5.9,3.5,17,9.25,10,3,,,102.41,101.98,102,101.58,100.68,100.26,100.28,99.88,24100,23300,16900,9700,2,1.1,1.5,1,9.8,0,3.2,1.2,0,0,0,0,,06:44:00,1663665240,6.73,19:04:00,1663709640,19.07,12.33,3,4,15,15,6,6,,,,,,8,4.8,4,0,,,,
2022-09-19,15.3,10.89,11.6,7.9,,,97,76.7,76,55,8.7,6.8,6.6,4.5,37,19.46,20.5,4,51,29,101.55,101.06,101.14,100.74,99.84,99.35,99.43,99.02,24100,24100,24100,24100,1.2,1,1.1,1,6.4,0,6.6,4.6,1.6,0.8,0.8,0,,06:43:00,1663578780,6.72,19:06:00,1663623360,19.1,12.38,5,5,16,16,8,8,,,,,,7,4.5,3.5,0,,,,
2022-09-18,16.7,11.32,12.5,8.3,,,93,75.5,74,55,8.8,7,6.3,3.8,55,30.92,38,21,71,27,100.72,100.53,100.5,100.28,99.02,98.81,98.79,98.57,24100,23900,21700,19300,1.6,1.4,1.4,1.1,5.5,0,7.5,5.5,2.5,1.8,1.8,0,,06:42:00,1663492320,6.7,19:08:00,1663537080,19.13,12.43,2,2,14,14,9,9,,,,,,8,3.9,4,0,,,,
2022-09-17,15.8,12.63,13,10.2,,,94,82.2,80.5,67,11.6,9.7,9.3,7,41,28.92,29.5,18,62,29,100.52,100.02,100.12,99.73,98.81,98.32,98.41,98.01,24100,24100,24100,24100,1.4,1.1,1.2,1,5,0,8,6,3,1.4,1.4,0,,06:40:00,1663405800,6.67,19:10:00,1663450800,19.17,12.5,4,5,16,16,10,11,,,,,,8,6.9,5.5,3,,,,
2022-09-16,16.5,13.22,13.8,11.1,,,94,86.6,84,74,12.4,11,10.9,9.4,41,25.38,27.5,14,66,26,100.13,99.83,99.86,99.58,98.44,98.14,98.15,97.86,24100,22766.7,16100,8100,1.4,1.1,1.2,1,4.2,0,8.8,6.8,3.8,1.4,1.4,0,,06:39:00,1663319340,6.65,19:12:00,1663364520,19.2,12.55,2,4,16,16,11,11,,,,,,8,5.3,4,0,,,,
2022-09-15,22,16.02,16.75,11.5,27,,100,86.8,81.5,63,17.2,13.7,14.1,11,34,19.29,20.5,7,48,28,100.69,100.28,100.41,100.12,99,98.6,98.72,98.44,24100,21220.8,12250,400,1.8,1.4,1.4,1,1.2,0,11.8,9.8,6.8,0.4,0.4,0,,06:38:00,1663232880,6.63,19:14:00,1663278240,19.23,12.6,5,6,20,20,12,12,,,,,,8,5,4,0,,,,
2022-09-14,17.7,12.85,14.35,11,,,100,94.5,87.5,75,13.5,11.9,12.2,10.8,32,18.71,19.5,7,42,34,101.16,101,100.97,100.77,99.44,99.31,99.26,99.07,24100,13483.3,12450,800,1.4,1.1,1.2,1,3.6,0,9.3,7.3,4.3,0.4,0.4,0,,06:36:00,1663146360,6.6,19:16:00,1663191960,19.27,12.67,3,5,15,15,12,12,,,,,,8,6.6,5,2,,,,
2022-09-13,14.3,13.18,13.1,11.9,,,100,99.1,98,96,13.8,13,12.9,12.1,36,29.54,29,22,57,36,100.98,100.48,100.48,99.97,99.28,98.82,98.8,98.32,12900,3370.8,6850,800,1.5,1.4,1.4,1.2,4.9,0,8.1,6.1,3.1,2.4,2.4,0,,06:35:00,1663059900,6.58,19:18:00,1663105680,19.3,12.72,2,2,15,15,11,12,,,,,,8,6.4,4.5,1,,,,
2022-09-12,14.9,13.94,13.95,13,,,100,100,100,100,14.7,13.9,13.9,13.1,32,24.5,23.5,15,50,36,99.94,99.69,99.75,99.55,98.31,98.05,98.11,97.9,3200,908.3,1700,200,1.6,1.4,1.4,1.2,4,0,8.9,7,4,46.2,46.2,0,,06:34:00,1662973440,6.57,19:21:00,1663019460,19.35,12.78,1,2,16,17,12,14,,,,,,2,1.5,1.5,1,,,,
2022-09-11,14.6,13.93,14.1,13.6,,,100,100,99.5,99,14.1,13.9,13.8,13.6,59,43.83,44,29,83,5,100.29,99.96,100,99.71,98.7,98.35,98.4,98.1,3600,1191.7,1900,200,2.1,1.9,1.8,1.6,3.9,0,9.1,7.1,4.1,80.6,80.6,0,,06:32:00,1662886920,6.53,19:23:00,1662933180,19.38,12.85,1,1,16,16,14,16,,,,,,8,6.3,6,4,,,,
2022-09-10,14.2,12.94,13.3,12.4,,,99,96.1,93.5,88,13.3,12.3,12.3,11.3,52,33.92,32,12,86,6,101.69,101.17,101.04,100.39,100,99.53,99.38,98.77,24100,17175,13650,3200,2.4,2,2,1.5,4.7,0,8.3,6.3,3.3,45.6,45.6,0,,06:31:00,1662800460,6.52,19:25:00,1662846900,19.42,12.9,2,4,15,15,14,14,,,,,,8,7.9,7,6,,,,
2022-09-09,15.9,11.55,11.5,7.1,,,94,81,78,62,10.6,8.3,8.6,6.6,21,15.17,14.5,8,45,22,102,101.85,101.86,101.72,100.3,100.15,100.14,99.99,24100,24100,24100,24100,1.9,1.6,1.6,1.3,6.5,0,6.5,4.5,1.5,0,0,0,,06:30:00,1662714000,6.5,19:27:00,1662760620,19.45,12.95,5,5,15,15,13,13,,,,,,8,6.7,6,4,,,,
2022-09-08,14.4,11.1,10.95,7.5,,,95,83.6,81,67,10.6,8.4,8.6,6.5,28,19.21,19.5,11,46,36,101.73,101.41,101.48,101.22,100.01,99.71,99.76,99.52,24100,24100,24100,24100,1.8,1.6,1.6,1.3,7,0,6,4,0.9,0,0,0,,06:28:00,1662627480,6.47,19:29:00,1662674340,19.48,13.02,4,5,16,16,8,8,,,,,,8,6.5,6,4,,,,
2022-09-07,14.2,12.38,12.2,10.2,,,98,88.2,84,70,12.2,10.4,9.6,7,35,20.62,24,13,46,3,101.64,101.43,101.45,101.27,99.95,99.74,99.77,99.59,24100,23166.7,18500,12900,1.6,1.3,1.3,1,5.8,0,7.2,5.2,2.2,4.8,4.8,0,,06:27:00,1662541020,6.45,19:31:00,1662588060,19.52,13.07,4,4,15,15,12,12,,,,,,8,7.5,7,6,,,,
2022-09-06,15,13.82,13.8,12.6,,,99,96.4,96,93,14.2,13.2,13.1,12,22,16,16.5,11,31,4,101.98,101.86,101.84,101.69,100.28,100.16,100.13,99.99,24100,20891.7,13650,3200,1.4,1.2,1.2,1.1,4.2,0,8.8,6.8,3.8,0.8,0.8,0,,06:26:00,1662454560,6.43,19:33:00,1662501780,19.55,13.12,4,4,17,18,11,11,,,,,,8,8,8,8,,,,
2022-09-05,21.4,16.48,17.5,13.6,25,,100,91.3,85,70,16.7,14.9,14.4,12.2,21,9.58,11,1,35,7,102,101.89,101.9,101.81,100.32,100.2,100.22,100.12,24100,18804.2,12150,200,1.6,1.3,1.3,1,0.5,0,12.5,10.5,7.5,2,2,0,,06:24:00,1662368040,6.4,19:35:00,1662415500,19.58,13.18,2,5,19,19,13,13,,,,,,8,7.6,6.5,5,,,,
2022-09-04,18.6,14.78,15,11.4,,,100,95.5,91,82,15.3,14,13.6,11.9,14,7.42,8,2,32,27,102.15,102.01,102.01,101.87,100.45,100.32,100.32,100.19,24100,6854.2,12150,200,1.7,1.4,1.4,1.1,3,0,10,8,5,0.4,0.4,0,,06:23:00,1662281580,6.38,19:37:00,1662329220,19.62,13.23,5,5,20,20,15,15,,,,,,6,3.9,3,0,,,,
2022-09-03,22.1,16.84,17.85,13.6,27,,100,93.7,89.5,79,17.6,15.8,15.8,13.9,22,15.58,13.5,5,32,1,102.32,102.24,102.21,102.1,100.64,100.54,100.52,100.4,24100,16854.2,12250,400,2,1.3,1.5,1,0.1,0,12.8,10.8,7.8,0,0,0,,06:22:00,1662195120,6.37,19:39:00,1662242940,19.65,13.28,5,7,21,21,15,15,,,,,,8,4.4,4,0,,,,
2022-09-02,28.1,21.81,21.85,15.6,35,,100,89.2,85,70,22.2,19.8,19,15.8,35,20.12,19,3,50,19,102.09,101.74,101.79,101.5,100.39,100.05,100.11,99.83,24100,15850,12250,400,1.4,1.2,1.2,1,0,3.8,16.9,14.8,11.8,2,2,0,,06:20:00,1662108600,6.33,19:41:00,1662156660,19.68,13.35,3,5,25,25,16,16,,,,,,8,5.7,4,0,,,,
2022-09-01,24.3,20.52,21.55,18.8,31,,100,91.8,85.5,71,19.8,19.1,19.1,18.4,41,31.83,31.5,22,61,19,102.05,101.88,101.84,101.63,100.35,100.18,100.14,99.94,24100,18870.8,12250,400,,,,,0,3.5,16.6,14.6,11.6,2.2,2.2,0,,06:19:00,1662022140,6.32,19:43:00,1662070380,19.72,13.4,7,7,24,24,19,19,,,,,,8,5.4,4.5,1,,,,
2022-08-31,27.3,21.42,21.8,16.3,32,,98,79.4,74,50,19.5,17.4,17.3,15.1,28,17.92,18,8,42,19,102.1,101.95,101.93,101.77,100.4,100.25,100.24,100.07,24100,23500,16900,9700,,,,,0,3.8,16.8,14.8,11.8,0,0,0,,06:18:00,1661935680,6.3,19:45:00,1661984100,19.75,13.45,7,7,27,27,18,19,,,,,,8,3.5,4.5,1,,,,
2022-08-30,25.6,19.95,21.2,16.8,29,,94,78.1,76,58,17.5,15.9,16.1,14.8,30,21.25,19,8,42,26,101.77,101.6,101.64,101.52,100.05,99.9,99.94,99.84,24100,24100,24100,24100,1.6,1.5,1.5,1.4,0,3.2,16.2,14.2,11.2,0,0,0,,06:16:00,1661849160,6.27,19:47:00,1661897820,19.78,13.52,7,7,25,25,16,16,,,,,,8,7.2,5.5,3,,,,
2022-08-29,23.5,17.9,18.75,14,26,,95,81.1,77,59,15.7,14.4,14.2,12.7,46,31.79,33.5,21,58,28,101.91,101.75,101.75,101.59,100.19,100.02,100.01,99.84,24100,24100,24100,24100,1.7,1.5,1.4,1.2,0,0.8,13.8,11.8,8.8,0.2,0.2,0,,06:15:00,1661762700,6.25,19:49:00,1661811540,19.82,13.57,6,6,24,24,17,17,,,,,,8,6,4.5,1,,,,
2022-08-28,21.6,16.32,16.8,12,,,92,76.2,70,48,14.9,11.9,12.6,10.2,22,15.96,11.5,1,44,2,102.03,101.85,101.69,101.36,100.34,100.15,100.02,99.71,24100,24100,24100,24100,2,1.4,1.6,1.1,1.2,0,11.8,9.8,6.8,0,0,0,,06:14:00,1661676240,6.23,19:51:00,1661725260,19.85,13.62,6,6,22,22,13,13,,,,,,8,3.9,4,0,,,,
2022-08-27,25,19.18,18.85,12.7,29,,97,81.2,75.5,54,17.6,15.6,15.8,13.9,36,23.71,25,14,49,26,101.58,101.34,101.38,101.17,99.87,99.65,99.67,99.47,24100,24100,24100,24100,2,1.5,1.5,1,0,0.9,13.8,11.8,8.8,0,0,0,,06:12:00,1661589720,6.2,19:52:00,1661638920,19.87,13.67,7,7,24,24,13,14,,,,,,8,5,5,2,,,,
2022-08-26,26.4,21,21,15.6,31,,98,84,78.5,59,19.1,18,17.6,16.1,26,17.12,17.5,9,34,30,101.62,101.5,101.51,101.4,99.93,99.82,99.83,99.72,24100,24100,24100,24100,2,1.7,1.7,1.4,0,3,16,14,11,0,0,0,,06:11:00,1661503260,6.18,19:54:00,1661552640,19.9,13.72,7,7,25,25,15,15,,,,,,8,6.5,6.5,5,,,,
2022-08-25,24.4,20.88,21.45,18.5,31,,97,87.8,83.5,70,19.8,18.7,18.8,17.8,36,22.21,24,12,43,27,101.51,101.43,101.4,101.29,99.82,99.74,99.7,99.59,24100,24100,24100,24100,1.8,1.4,1.5,1.2,0,3.5,16.4,14.4,11.4,0,0,0,,06:10:00,1661416800,6.17,19:56:00,1661466360,19.93,13.77,7,7,25,25,18,18,,,,,,8,7.2,6.5,5,,,,
2022-08-24,25.3,20.07,21,16.7,34,,100,94,90,80,21.5,19,18.8,16,39,31.83,25,11,62,17,101.89,101.35,101.54,101.19,100.2,99.65,99.83,99.47,24100,17429.2,12250,400,1.6,1.3,1.3,1,0,3,16,14,11,3.3,3.3,0,,06:08:00,1661330280,6.13,19:58:00,1661380080,19.97,13.83,6,6,21,23,18,18,,,,,,8,7.4,7,6,,,,
2022-08-23,23.8,17.87,18.8,13.8,29,,97,86,82,67,17.2,15.4,15.3,13.4,33,25.58,23.5,14,60,18,102.36,102.27,102.22,102.07,100.64,100.54,100.49,100.35,24100,24100,24100,24100,1.5,1.4,1.4,1.2,0,0.8,13.8,11.8,8.8,4.4,4.4,0,,06:07:00,1661243820,6.12,20:00:00,1661293800,20,13.88,7,7,25,25,17,17,,,,,,8,6.3,5.5,3,,,,
2022-08-22,22.8,16.81,17.89,13,28,,98,85.6,82.5,67,16.6,14.2,14.3,12,39,27.96,24.5,10,49,29,102.48,102.34,102.33,102.18,100.75,100.59,100.61,100.47,24100,24100,24100,24100,1.4,1.2,1.2,1,0.1,0,12.9,10.9,7.9,0,0,0,,06:06:00,1661157360,6.1,20:02:00,1661207520,20.03,13.93,7,7,25,25,12,12,,,,,,7,3.9,3.5,0,,,,
2022-08-21,18.5,14.66,15.55,12.6,,,98,87.1,84,70,13.3,12.5,12.4,11.6,19,12.29,13,7,37,27,102.49,102.29,102.2,101.92,100.77,100.58,100.5,100.23,24100,22966.7,18500,12900,1.8,1.5,1.5,1.2,2.5,0,10.6,8.6,5.5,0.2,0.2,0,,06:04:00,1661070840,6.07,20:04:00,1661121240,20.07,14,5,5,18,18,10,11,,,,,,8,6.4,4,0,,,,
2022-08-20,24.1,18.66,18.8,13.5,29,,98,85.1,80.5,63,17.8,16,15.4,13.1,30,23.5,19.5,9,48,29,101.89,101.23,101.4,100.91,100.19,99.55,99.7,99.21,24100,23233.3,18500,12900,2,1.4,1.6,1.1,0,0.8,13.8,11.8,8.8,1.8,1.8,0,,06:03:00,1660984380,6.05,20:05:00,1661034900,20.08,14.03,6,6,23,24,13,13,,,,,,8,6.4,5.5,3,,,,
